"name","latitude","longitude"
"RfL-17",47.2377318407944,-61.8388713023943
"RfL-18",47.2377717024554,-61.8380109547534
"RfL-19",47.2380593492662,-61.8412317373836
"RfL-20",47.238783090996,-61.835773007534
"RfL-21",47.2387352510976,-61.8358646563102
"RfL-22",47.2377922732016,-61.8397297934823
"RfL-23",47.2386041395879,-61.8359399636263
"RfL-24",47.2378598911734,-61.8404779947416
"RfL-25",47.2380901705169,-61.8362793663433
"RfL-26",47.2380989715309,-61.8370222647331
"RfL-27",47.2388152985237,-61.8355445896873
"RfL-28",47.2378778200457,-61.8374554519614
"RfL-29",47.2384253756629,-61.8357670175543
"RfL-30",47.237964816042,-61.839796661915
